"TipoValor","Emisora","Serie","id","Moodys","SP","Fitch","HR","Calificacion"
"56","MUSCOCA","LX","56-MUSCOCA-LX","-","-","-","-","-"
"56","MUSGIU1","LX","56-MUSGIU1-LX","-","-","-","-","-"
"56","MUSHYCA","LX","56-MUSHYCA-LX","-","-","-","-","-"
"56","MUSVACA","LX","56-MUSVACA-LX","-","-","-","-","-"
"56","MUZSDUA","ID","56-MUZSDUA-ID","-","-","-","-","-"
"56","NBUSU1I","ID","56-NBUSU1I-ID","-","-","-","-","-"
"56","NIMEHHU","LX","56-NIMEHHU-LX","-","-","-","-","-"
"56","NOMIRL6","ID","56-NOMIRL6-ID","-","-","-","-","-"
"56","NOMJIUH","ID","56-NOMJIUH-ID","-","-","-","-","-"
"56","NUSTBPU","LX","56-NUSTBPU-LX","-","-","-","-","-"
"56","OMEIUSA","ID","56-OMEIUSA-ID","-","-","-","-","-"
"56","PAREMBC","LX","56-PAREMBC-LX","-","-","-","-","-"
"56","PFASIAI","LX","56-PFASIAI-LX","-","-","-","-","-"
"56","PFASIPC","LX","56-PFASIPC-LX","-","-","-","-","-"
"56","PFEMGDI","LX","56-PFEMGDI-LX","-","-","-","-","-"
"56","PFEMGDP","LX","56-PFEMGDP-LX","-","-","-","-","-"
"56","PFIFGEA","LX","56-PFIFGEA-LX","-","-","-","-","-"
"56","PFIFGEI","LX","56-PFIFGEI-LX","-","-","-","-","-"
"56","PFIUSMI","LX","56-PFIUSMI-LX","-","-","-","-","-"
"56","PFIUSMP","LX","56-PFIUSMP-LX","-","-","-","-","-"
"56","PFLATAI","LX","56-PFLATAI-LX","-","-","-","-","-"
"56","PFLEMGI","LX","56-PFLEMGI-LX","-","-","-","-","-"
"56","PFLXEMI","LX","56-PFLXEMI-LX","-","-","-","-","-"
"56","PGICLAE","ID","56-PGICLAE-ID","-","-","-","-","-"
"56","PGIPSFI","ID","56-PGIPSFI-ID","-","-","-","-","-"
"56","PGIPSID","ID","56-PGIPSID-ID","-","-","-","-","-"
"56","PGLTHYI","ID","56-PGLTHYI-ID","-","-","-","-","-"
"56","PICSVUP","SW","56-PICSVUP-SW","-","-","-","-","-"
"56","PIEMBBI","LX","56-PIEMBBI-LX","-","-","-","-","-"
"56","PIFEMIA","ID","56-PIFEMIA-ID","-","-","-","-","-"
"56","PIFGEIA","ID","56-PIFGEIA-ID","-","-","-","-","-"
"56","PIFGPSU","ID","56-PIFGPSU-ID","-","-","-","-","-"
"56","PIFHYAC","ID","56-PIFHYAC-ID","-","-","-","-","-"
"56","PIMEIUA","ID","56-PIMEIUA-ID","-","-","-","-","-"
"56","PIMEMBI","ID","56-PIMEMBI-ID","-","-","-","-","-"
"56","PIMGCIA","ID","56-PIMGCIA-ID","-","-","-","-","-"
"56","PIMGIAD","ID","56-PIMGIAD-ID","-","-","-","-","-"
"56","PIMHYBA","ID","56-PIMHYBA-ID","-","-","-","-","-"
"56","PIMINEA","ID","56-PIMINEA-ID","-","-","-","-","-"
"56","PIMLAEI","ID","56-PIMLAEI-ID","-","-","-","-","-"
"56","PIMLDEA","ID","56-PIMLDEA-ID","-","-","-","-","-"
"56","PIMTRAI","ID","56-PIMTRAI-ID","-","-","-","-","-"
"56","PIMTRII","ID","56-PIMTRII-ID","-","-","-","-","-"
"56","PIOABVA","LX","56-PIOABVA-LX","-","-","-","-","-"
"56","PIOCADA","LX","56-PIOCADA-LX","-","-","-","-","-"
"56","PIOESCU","LX","56-PIOESCU-LX","-","-","-","-","-"
"56","PISIAND","LX","56-PISIAND-LX","-","-","-","-","-"
"56","PISTINC","LX","56-PISTINC-LX","-","-","-","-","-"
"56","PMMUSDP","SW","56-PMMUSDP-SW","-","-","-","-","-"
"56","POLSMLC","LX","56-POLSMLC-LX","-","-","-","-","-"
"56","PPSECAA","ID","56-PPSECAA-ID","-","-","-","-","-"
"56","PREMFIF","IX","56-PREMFIF-IX","-","-","-","-","-"
"56","PRFCX","US","56-PRFCX-US","-","-","-","-","-"
"56","PTRBDFE","ID","56-PTRBDFE-ID","-","-","-","-","-"
"56","PUNBIAU","ID","56-PUNBIAU-ID","-","-","-","-","-"
"56","REMBRAC","LX","56-REMBRAC-LX","-","-","-","-","-"
"56","ROBUSLD","LX","56-ROBUSLD-LX","-","-","-","-","-"
"56","SANHYDF","LX","56-SANHYDF-LX","-","-","-","-","-"
"56","SANNAEB","LX","56-SANNAEB-LX","-","-","-","-","-"
"56","SCBMMUS","KY","56-SCBMMUS-KY","-","-","-","-","-"
"56","SCDBZAU","LX","56-SCDBZAU-LX","-","-","-","-","-"
"56","SCHAEYA","LX","56-SCHAEYA-LX","-","-","-","-","-"
"56","SCHAEYC","LX","56-SCHAEYC-LX","-","-","-","-","-"
"56","SCHEDAA","LX","56-SCHEDAA-LX","-","-","-","-","-"
"56","SCHESSC","LX","56-SCHESSC-LX","-","-","-","-","-"
"56","SCHUBAA","LX","56-SCHUBAA-LX","-","-","-","-","-"
"56","SCHUBIA","LX","56-SCHUBIA-LX","-","-","-","-","-"
"56","SCHUMAA","LX","56-SCHUMAA-LX","-","-","-","-","-"
"56","SIGLIQB","VI","56-SIGLIQB-VI","-","-","-","-","-"
"56","STUSDIC","ID","56-STUSDIC-ID","-","-","-","-","-"
"56","TBT","US","56-TBT-US","-","-","-","-","-"
"56","TDF","US","56-TDF-US","-","-","-","-","-"
"56","TEMAGAI","LX","56-TEMAGAI-LX","-","-","-","-","-"
"56","TEMAGIA","LX","56-TEMAGIA-LX","-","-","-","-","-"
"56","TEMAMCA","LX","56-TEMAMCA-LX","-","-","-","-","-"
"56","TEMAMIA","LX","56-TEMAMIA-LX","-","-","-","-","-"
"56","TEMASAD","LX","56-TEMASAD-LX","-","-","-","-","-"
"56","TEMBRAC","LX","56-TEMBRAC-LX","-","-","-","-","-"
"56","TEMEFIA","LX","56-TEMEFIA-LX","-","-","-","-","-"
"56","TEMEMFI","LX","56-TEMEMFI-LX","-","-","-","-","-"
"56","TEMFAIA","LX","56-TEMFAIA-LX","-","-","-","-","-"
"56","TEMFRBX","LX","56-TEMFRBX-LX","-","-","-","-","-"
"56","TEMGBCD","LX","56-TEMGBCD-LX","-","-","-","-","-"
"56","TEMGBIA","LX","56-TEMGBIA-LX","-","-","-","-","-"
"56","TEMGIBB","LX","56-TEMGIBB-LX","-","-","-","-","-"
"56","TEMGIBX","LX","56-TEMGIBX-LX","-","-","-","-","-"
"56","TEMGINI","LX","56-TEMGINI-LX","-","-","-","-","-"
"56","TEMUSGI","LX","56-TEMUSGI-LX","-","-","-","-","-"
"56","TEMUSXI","LX","56-TEMUSXI-LX","-","-","-","-","-"
"56","TEMWPAU","LX","56-TEMWPAU-LX","-","-","-","-","-"
"56","TEMWPIU","LX","56-TEMWPIU-LX","-","-","-","-","-"
"56","TEMWPNU","LX","56-TEMWPNU-LX","-","-","-","-","-"
"56","TESIAAC","LX","56-TESIAAC-LX","-","-","-","-","-"
"56","TEUSGFI","LX","56-TEUSGFI-LX","-","-","-","-","-"
"56","TGTRCDI","LX","56-TGTRCDI-LX","-","-","-","-","-"
"56","TGTRFAA","LX","56-TGTRFAA-LX","-","-","-","-","-"
"56","TGTRFBX","LX","56-TGTRFBX-LX","-","-","-","-","-"
"56","TRPGHBA","LX","56-TRPGHBA-LX","-","-","-","-","-"
"56","TRPSCEI","LX","56-TRPSCEI-LX","-","-","-","-","-"
"56","TRWAX","UQ","56-TRWAX-UQ","-","-","-","-","-"
"56","TWQAX","UQ","56-TWQAX-UQ","-","-","-","-","-"
"56","UBMSSIC","LX","56-UBMSSIC-LX","-","-","-","-","-"
"56","UBMSSTD","LX","56-UBMSSTD-LX","-","-","-","-","-"
"56","UBSGIUD","LX","56-UBSGIUD-LX","-","-","-","-","-"
"56","UBSUSCP","LX","56-UBSUSCP-LX","-","-","-","-","-"
"56","UBUCKQA","LX","56-UBUCKQA-LX","-","-","-","-","-"
"56","VALUFND","ID","56-VALUFND-ID","-","-","-","-","-"
"56","VANEIVI","ID","56-VANEIVI-ID","-","-","-","-","-"
"56","VANUIVI","ID","56-VANUIVI-ID","-","-","-","-","-"
"56","VUSA","EU","56-VUSA-EU","-","-","-","-","-"
"56","WELGDGA","LX","56-WELGDGA-LX","-","-","-","-","-"
"56","WELGQNU","LX","56-WELGQNU-LX","-","-","-","-","-"
"56","WLLGNUH","LX","56-WLLGNUH-LX","-","-","-","-","-"
"56","WLLGOAU","LX","56-WLLGOAU-LX","-","-","-","-","-"
"56","XD5E","GT","56-XD5E-GT","-","-","-","-","-"
"6U","SHF0002","171214","6U-SHF0002-171214","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0002","180614","6U-SHF0002-180614","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","180413","6U-SHF0003-180413","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","181012","6U-SHF0003-181012","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","190412","6U-SHF0003-190412","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","191011","6U-SHF0003-191011","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","200413","6U-SHF0003-200413","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","201009","6U-SHF0003-201009","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","210409","6U-SHF0003-210409","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","211008","6U-SHF0003-211008","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","220408","6U-SHF0003-220408","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","221007","6U-SHF0003-221007","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","230410","6U-SHF0003-230410","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","231006","6U-SHF0003-231006","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","240405","6U-SHF0003-240405","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","241004","6U-SHF0003-241004","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","250404","6U-SHF0003-250404","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","251003","6U-SHF0003-251003","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","260406","6U-SHF0003-260406","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","261002","6U-SHF0003-261002","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","270402","6U-SHF0003-270402","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","271001","6U-SHF0003-271001","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","280331","6U-SHF0003-280331","-","mxAAA","AAA (mex)","-","AAA"
"6U","SHF0003","280929","6U-SHF0003-280929","-","mxAAA","AAA (mex)","-","AAA"
"71","SIDETUR","P92Q1","71-SIDETUR-P92Q1","-","-","-","-","-"
"75","AHAVRE","P93-2","75-AHAVRE-P93-2","-","-","-","-","-"
"75","ALINA","P93","75-ALINA-P93","-","-","-","-","-"
"75","ALINA","P93-2","75-ALINA-P93-2","-","-","-","-","-"
"75","ALINA","P94","75-ALINA-P94","-","-","-","-","-"
"75","FHAVRE","P93","75-FHAVRE-P93","-","-","-","-","-"
"75","FHAVRE","P94","75-FHAVRE-P94","-","-","-","-","-"
"75","FHAVRE","P94-2","75-FHAVRE-P94-2","-","-","-","-","-"
"7","OLIMEX","P97","7-OLIMEX-P97","-","-","-","-","-"
"7","PRODUCO","P94","7-PRODUCO-P94","-","-","-","-","-"
"90","AMCCB","13U","90-AMCCB-13U","-","-","AA- (mex)","HR AA+","AA-"
"90","CBPF","48","90-CBPF-48","Aaa.mx","-","AAA (mex)","-","AAA"
"90","CHIACB","07","90-CHIACB-07","-","mxAA+","AAA (mex)","HR AAA","AA+"
"90","CHIACB","07U","90-CHIACB-07U","-","mxAA+","AAA (mex)","HR AAA","AA+"
"90","CHICB","11","90-CHICB-11","-","-","AA (mex)","HR AAA","AA"
"90","CHIHCB","13","90-CHIHCB-13","-","-","AAA (mex)","HR AAA","AAA"
"90","CHIHCB","13-2","90-CHIHCB-13-2","-","-","AAA (mex)","HR AAA","AAA"
"90","CHIHCB","13U","90-CHIHCB-13U","-","-","AA+ (mex)","HR AAA","AA+"
"90","EDONL","06","90-EDONL-06","Aa1.mx","-","AA+ (mex)","HR AAA","AA+"
"90","GCDMXCB","16V","90-GCDMXCB-16V","Aaa.mx","-","AAA (mex)","-","AAA"
"90","GCDMXCB","17X","90-GCDMXCB-17X","-","mxAAA","AAA (mex)","-","AAA"
"90","GDFCB","07","90-GDFCB-07","-","mxAAA","AAA (mex)","-","AAA"
"90","GDFCB","10-2","90-GDFCB-10-2","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"90","GDFECB","12","90-GDFECB-12","Aaa.mx","-","AAA (mex)","-","AAA"
"90","GDFECB","13","90-GDFECB-13","Aaa.mx","-","AAA (mex)","-","AAA"
"90","GDFECB","14","90-GDFECB-14","Aaa.mx","-","AAA (mex)","-","AAA"
"90","GDFECB","15","90-GDFECB-15","Aaa.mx","-","AAA (mex)","-","AAA"
"90","GDFECB","15-2","90-GDFECB-15-2","Aaa.mx","-","AAA (mex)","-","AAA"
"90","ICVCB","06U","90-ICVCB-06U","-","mxAA","AA+ (mex)","-","AA"
"90","MICHCB","07U","90-MICHCB-07U","-","mxA+","AA (mex)","-","A+"
"90","MYCTA","04U","90-MYCTA-04U","Aa3.mx","mxAAA","AA+ (mex)","-","AA-"
"90","OAXACA","11","90-OAXACA-11","-","mxAAA","AAA (mex)","HR AAA","AAA"
"90","OAXACA","13","90-OAXACA-13","-","mxAAA","AAA (mex)","HR AAA","AAA"
"90","OAXCB","07U","90-OAXCB-07U","-","mxAA","AA+ (mex)","-","AA"
"90","PAMMCB","14U","90-PAMMCB-14U","-","mxAAA","-","HR AAA","AAA"
"90","PAMMSCB","14U","90-PAMMSCB-14U","-","mxAA-","-","HR AA+","AA-"
"90","VERACB","12","90-VERACB-12","-","-","A+ (mex)","HR AA","A+"
"90","VERACB","12-2","90-VERACB-12-2","-","-","A+ (mex)","HR AA","A+"
"90","VERACB","12U","90-VERACB-12U","-","-","A+ (mex)","HR AA","A+"
"90","VRZCB","06","90-VRZCB-06","-","-","A- (mex)","HR AA+","A-"
"90","VRZCB","06U","90-VRZCB-06U","-","-","A- (mex)","HR AA+","A-"
"90","VRZCB","08","90-VRZCB-08","-","-","BBB+ (mex)","HR AA","BBB+"
"90","VRZCB","08U","90-VRZCB-08U","-","-","BBB+ (mex)","HR AA","BBB+"
"91SP","FOMENMX","11D","91SP-FOMENMX-11D","-","-","-","-","-"
"91SP","FOMENMX","13D","91SP-FOMENMX-13D","-","-","-","-","-"
"91SP","FOMENMX","16D","91SP-FOMENMX-16D","-","-","-","-","-"
"91SP","PE&OLES","10-2D","91SP-PE&OLES-10-2D","Aa3.mx","mxAAA","-","-","AA-"
"91SP","PE&OLES","12D","91SP-PE&OLES-12D","Aa3.mx","mxAAA","-","-","AA-"
"91SP","SGMEX","13-2D","91SP-SGMEX-13-2D","Aaa.mx","-","AAA (mex)","-","AAA"
"91SP","SGMEX","14D","91SP-SGMEX-14D","Aaa.mx","-","AAA (mex)","-","AAA"
"91SP","SGMEX","16D","91SP-SGMEX-16D","Aaa.mx","-","AAA (mex)","-","AAA"
"91","ABCCB","15","91-ABCCB-15","-","mxAAA","-","HR AAA","AAA"
"91","ABCCB","16","91-ABCCB-16","-","mxAAA","-","HR AAA","AAA"
"91","ACBE","17","91-ACBE-17","-","mxAAA","AAA (mex)","-","AAA"
"91","ACBE","17-2","91-ACBE-17-2","-","mxAAA","AAA (mex)","-","AAA"
"91","ACOSTCB","15","91-ACOSTCB-15","-","-","AA+ (mex)","HR AAA","AA+"
"91","ACTINVR","16","91-ACTINVR-16","-","-","AA- (mex)","HR A","A"
"91","ACTINVR","17","91-ACTINVR-17","-","-","AA- (mex)","HR A","A"
"91","ACTINVR","17-2","91-ACTINVR-17-2","-","-","AA- (mex)","HR A","A"
"91","ACTIVCB","17","91-ACTIVCB-17","-","mxAA","-","HR AAA","AA"
"91","AC","11-2","91-AC-11-2","-","mxAAA","AAA (mex)","-","AAA"
"91","AC","13","91-AC-13","-","mxAAA","AAA (mex)","-","AAA"
"91","AC","13-2","91-AC-13-2","-","mxAAA","AAA (mex)","-","AAA"
"91","ADAMFIN","07","91-ADAMFIN-07","-","-","-","HR BBB","BBB"
"91","ADAMHIP","07","91-ADAMHIP-07","-","-","-","-","-"
"91","AERMXCB","15","91-AERMXCB-15","-","-","-","HR AA+","AA+"
"91","AERMXCB","17","91-AERMXCB-17","-","-","-","HR AA+","AA+"
"91","AGSACB","08","91-AGSACB-08","-","-","AAA (mex)","HR AAA","AAA"
"91","AGUA","17-2X","91-AGUA-17-2X","-","mxAA-","AA (mex)","-","AA-"
"91","AGUA","17X","91-AGUA-17X","-","mxAA-","AA (mex)","-","AA-"
"91","ALPHACB","15","91-ALPHACB-15","-","mxAAA","-","HR AAA","AAA"
"91","ALSEA","15","91-ALSEA-15","-","-","A+ (mex)","HR AA-","A+"
"91","ALSEA","15-2","91-ALSEA-15-2","-","-","A+ (mex)","HR AA-","A+"
"91","ALSEA","17","91-ALSEA-17","-","-","A+ (mex)","HR AA-","A+"
"91","ALSEA","17-2","91-ALSEA-17-2","-","-","A+ (mex)","HR AA-","A+"
"91","AMX","08","91-AMX-08","Aaa.mx","mxAAA","-","-","AAA"
"91","AMX","10-2","91-AMX-10-2","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","AMX","10U","91-AMX-10U","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","APPCVCB","17","91-APPCVCB-17","-","mxAAA","AAA (mex)","HR AAA","AAA"
"91","ARCA","10","91-ARCA-10","-","mxAAA","AAA (mex)","-","AAA"
"91","ARCONCB","15","91-ARCONCB-15","-","-","AAA (mex)","HR AAA","AAA"
"91","ARGLCCB","16","91-ARGLCCB-16","-","mxAAA","-","HR AAA","AAA"
"91","ARREACT","16","91-ARREACT-16","-","-","AA- (mex)","HR A","A"
"91","ARRENCB","16","91-ARRENCB-16","-","mxAAA","-","HR AAA","AAA"
"91","ARRENCB","17","91-ARRENCB-17","-","mxAAA","-","HR AAA","AAA"
"91","ATLASCB","17","91-ATLASCB-17","-","mxAAA","-","HR AAA","AAA"
"91","AUTLNCB","17","91-AUTLNCB-17","-","-","-","HR AA-","AA-"
"91","AUTOCB","15","91-AUTOCB-15","-","-","AAA (mex)","HR AAA","AAA"
"91","AXO","14","91-AXO-14","-","-","A (mex)","HR A","A"
"91","AXO","16","91-AXO-16","-","-","A (mex)","HR A","A"
"91","AXO","16-2","91-AXO-16-2","-","-","A (mex)","HR A","A"
"91","AXO","17","91-AXO-17","-","-","A (mex)","HR A","A"
"91","AZTECA","17","91-AZTECA-17","-","-","-","HR A+","A+"
"91","BACHOCO","17","91-BACHOCO-17","-","-","AAA (mex)","HR AAA","AAA"
"91","BIMBO","12","91-BIMBO-12","Aa2.mx","-","AA+ (mex)","-","AA"
"91","BIMBO","16","91-BIMBO-16","-","mxAA+","AA+ (mex)","-","AA+"
"91","BIMBO","17","91-BIMBO-17","-","mxAA+","AA+ (mex)","-","AA+"
"91","BLADEX","14","91-BLADEX-14","-","mxAAA","AAA (mex)","-","AAA"
"91","BLADEX","16","91-BLADEX-16","-","mxAAA","AAA (mex)","-","AAA"
"91","BMERCB","13","91-BMERCB-13","-","mxAAA","AAA (mex)","-","AAA"
"91","BNMXCB","13U","91-BNMXCB-13U","-","-","-","-","-"
"91","BNMXCB","14U","91-BNMXCB-14U","-","-","-","-","-"
"91","BNPPPF","15","91-BNPPPF-15","-","mxAAA","AAA (mex)","-","AAA"
"91","BNPPPF","16","91-BNPPPF-16","-","mxAAA","AAA (mex)","-","AAA"
"91","BNPPPF","17","91-BNPPPF-17","-","mxAAA","AAA (mex)","-","AAA"
"91","BNPPPF","17-2","91-BNPPPF-17-2","-","mxAAA","AAA (mex)","-","AAA"
"91","BNTECB","07","91-BNTECB-07","Aa2.mx","-","-","HR AA+","AA"
"91","BNTECB","07-2","91-BNTECB-07-2","A3.mx","-","-","HR AA","A-"
"91","BONOCO","F9531","91-BONOCO-F9531","-","-","-","-","-"
"91","BT125CB","15","91-BT125CB-15","-","-","-","-","-"
"91","BT125CB","15-2","91-BT125CB-15-2","-","-","-","-","-"
"91","BT125CB","15-3","91-BT125CB-15-3","-","-","-","-","-"
"91","BX820CB","13","91-BX820CB-13","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","BX820CB","13-2","91-BX820CB-13-2","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","BX820CB","14","91-BX820CB-14","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","BX820CB","14-2","91-BX820CB-14-2","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","BX820CB","14-3","91-BX820CB-14-3","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","BX820CB","14-4","91-BX820CB-14-4","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","BX820CB","15","91-BX820CB-15","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","BX820CB","15-2","91-BX820CB-15-2","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","BX820CB","15-3","91-BX820CB-15-3","Aaa.mx","mxAAA","AAA (mex)","-","AAA"
"91","CADU","15","91-CADU-15","-","-","A (mex)","HR A-","A-"
"91","CAMESA","15-2","91-CAMESA-15-2","-","-","AA- (mex)","HR AA","AA-"
"91","CAMSCB","13U","91-CAMSCB-13U","-","-","AA+ (mex)","HR AAA","AA+"
"91","CAMSSCB","13U","91-CAMSSCB-13U","-","-","AA (mex)","HR AA","AA"
"91","CARDLCB","10U","91-CARDLCB-10U","-","mxA+","-","HR AA","A+"
"91","CASCB","11U","91-CASCB-11U","-","-","A (mex)","HR AA-","A"
"91","CASITA","06","91-CASITA-06","-","-","-","-","-"
"91","CASITA","06-2","91-CASITA-06-2","-","-","-","-","-"
"91","CASITA","07-2","91-CASITA-07-2","-","-","-","-","-"
"91","CASITA","07-3","91-CASITA-07-3","-","-","-","-","-"
"91","CASITA","11","91-CASITA-11","-","-","D (mex)","-","-"
"91","CATFIN","14","91-CATFIN-14","Aaa.mx","mxAAA","-","-","AAA"
"91","CAUTOCB","16","91-CAUTOCB-16","-","-","AAA (mex)","HR AAA","AAA"
"91","CCMBACB","10","91-CCMBACB-10","-","-","-","-","-"
"91","CCMBBCB","10","91-CCMBBCB-10","-","-","-","-","-"
"91","CEMEX","07-2U","91-CEMEX-07-2U","-","mxA","A (mex)","-","A"
"91","CFCREDI","15","91-CFCREDI-15","-","mxAAA","AAA (mex)","-","AAA"
"91","CI027CB","14","91-CI027CB-14","-","-","-","-","-"
"91","CI027CB","14-3","91-CI027CB-14-3","-","-","-","-","-"
"91","CI027CB","14-4","91-CI027CB-14-4","-","-","-","-","-"
"91","CI027CB","14-5","91-CI027CB-14-5","-","-","-","-","-"
"91","CI027CB","14-6","91-CI027CB-14-6","-","-","-","-","-"
"91","CI198CB","15","91-CI198CB-15","-","-","-","-","-"
"91","CI226CB","11","91-CI226CB-11","-","-","-","-","-"
"91","CI226CB","12-1","91-CI226CB-12-1","-","-","-","-","-"
"91","CI226CB","12-2","91-CI226CB-12-2","-","-","-","-","-"
"91","CI252CB","15","91-CI252CB-15","-","-","-","-","-"
"91","CI274CB","15","91-CI274CB-15","-","-","-","-","-"
"91","CI296CB","15","91-CI296CB-15","-","-","-","-","-"
"91","CI445CB","15","91-CI445CB-15","-","-","-","-","-"
"91","CI446CB","15","91-CI446CB-15","-","-","-","-","-"
"91","CI637CB","16","91-CI637CB-16","-","-","-","-","-"
"91","CI637CB","17","91-CI637CB-17","-","-","-","-","-"
"91","CI720CB","13","91-CI720CB-13","-","-","-","-","-"
"91","CI764CB","17","91-CI764CB-17","-","-","-","-","-"
"91","CI764CB","17-2","91-CI764CB-17-2","-","-","-","-","-"
"91","CICB","06-2","91-CICB-06-2","-","-","-","-","-"
"91","CICB","08","91-CICB-08","-","-","-","HR D","-"
"91","CICB","08-2","91-CICB-08-2","-","-","-","HR D","-"
"91","CIE","13","91-CIE-13","-","-","A (mex)","HR AA-","A"
"91","CIE","17","91-CIE-17","-","-","A (mex)","HR AA-","A"
"91","CIE","17-2","91-CIE-17-2","-","-","A (mex)","HR AA-","A"
"91","COLLAD","08","91-COLLAD-08","-","-","B (mex)","-","B"
"91","COLLAD","08-2","91-COLLAD-08-2","-","-","B (mex)","-","B"
"91","CONMEX","14U","91-CONMEX-14U","-","mxAAA","AAA (mex)","-","AAA"
"91","CPEXACB","16U","91-CPEXACB-16U","-","mxAA-","-","HR AA-","AA-"
"91","CREAL","15","91-CREAL-15","-","mxA+","A+ (mex)","HR AA-","A+"
"91","CREAL","16","91-CREAL-16","-","mxA+","A+ (mex)","HR AA-","A+"
"91","CREDICB","14","91-CREDICB-14","-","mxAAA","AAA (mex)","-","AAA"
"91","CREYCA","07","91-CREYCA-07","-","-","-","-","-"
"91","CREYCB","06-2","91-CREYCB-06-2","-","-","-","-","-"
"91","CREYCB","07-2","91-CREYCB-07-2","-","-","-","-","-"
"91","DAIMLER","15","91-DAIMLER-15","-","mxAAA","AAA (mex)","-","AAA"
"91","DAIMLER","16","91-DAIMLER-16","-","mxAAA","AAA (mex)","-","AAA"
"91","DAIMLER","17","91-DAIMLER-17","-","mxAAA","AAA (mex)","-","AAA"
"91","DAIMLER","17-2","91-DAIMLER-17-2","-","mxAAA","AAA (mex)","-","AAA"
"91","DALTOCB","15","91-DALTOCB-15","-","mxAAA","-","HR AAA","AAA"
"91","DANHOS","16","91-DANHOS-16","-","-","AAA (mex)","HR AAA","AAA"
"91","DANHOS","16-2","91-DANHOS-16-2","-","-","AAA (mex)","HR AAA","AAA"
"91","DANHOS","17","91-DANHOS-17","-","-","AAA (mex)","HR AAA","AAA"
"91","DHIC","15","91-DHIC-15","-","-","AA (mex)","HR AA","AA"
"91","DIMEXCB","15","91-DIMEXCB-15","-","mxAAA","AAA (mex)","-","AAA"
"91","DIMEXCB","17","91-DIMEXCB-17","-","mxAA","-","HR AA+","AA"
"91","DINEXCB","16","91-DINEXCB-16","-","-","AA- (mex)","HR AA+","AA-"
"91","DINEXCB","16-2","91-DINEXCB-16-2","-","-","AA- (mex)","HR AA+","AA-"
"91","DMXI","15","91-DMXI-15","-","mxA-","-","HR AA-","A-"
"91","DOIHICB","13","91-DOIHICB-13","-","-","AA+ (mex)","HR AAA","AA+"
"91","DOIXCB","15","91-DOIXCB-15","-","mxAA","-","HR AA+","AA"
"91","DOIXCB","15U","91-DOIXCB-15U","-","mxAA","-","HR AA+","AA"
"91","ECREDCB","16","91-ECREDCB-16","-","mxAA","-","HR AAA","AA"
"91","ELEKTRA","16","91-ELEKTRA-16","-","-","A+ (mex)","HR AA","A+"
"91","ELEKTRA","16-2","91-ELEKTRA-16-2","-","-","A+ (mex)","HR AA","A+"
"91","EXITCB","17","91-EXITCB-17","-","mxAA+","-","HR AAA","AA+"
"91","EXITUCB","15","91-EXITUCB-15","-","mxAA+","-","HR AAA","AA+"
"91","FACILSA","13-2","91-FACILSA-13-2","-","-","AAA (mex)","HR AAA","AAA"
"91","FACILSA","14-2","91-FACILSA-14-2","-","-","AAA (mex)","HR AAA","AAA"
"91","FACILSA","15","91-FACILSA-15","-","-","AAA (mex)","HR AAA","AAA"
"91","FACILSA","16","91-FACILSA-16","-","-","AAA (mex)","HR AAA","AAA"
"91","FAMACB","14","91-FAMACB-14","-","-","-","-","-"
"91","FAMACB","14-2","91-FAMACB-14-2","-","-","-","-","-"
