"Plazo","Tasa.Nominal"
3627,7.512076
3628,7.512185
3629,7.512293
3630,7.512401
3631,7.512509
3632,7.512617
3633,7.512725
3634,7.512832
3635,7.512939
3636,7.513045
3637,7.513152
3638,7.513259
3639,7.513365
3640,7.513471
3641,7.513576
3642,7.513682
3643,7.513787
3644,7.513892
3645,7.513997
3646,7.514101
3647,7.514205
3648,7.514309
3649,7.514413
3650,7.514517
3651,7.51462
3652,7.514724
3653,7.514827
3654,7.51493
3655,7.515033
3656,7.515136
3657,7.515239
3658,7.515341
3659,7.515444
3660,7.515546
3661,7.515649
3662,7.515751
3663,7.515853
3664,7.515954
3665,7.516056
3666,7.516157
3667,7.516259
3668,7.51636
3669,7.516462
3670,7.516563
3671,7.516664
3672,7.516764
3673,7.516865
3674,7.516965
3675,7.517066
3676,7.517166
3677,7.517267
3678,7.517366
3679,7.517466
3680,7.517566
3681,7.517666
3682,7.517765
3683,7.517864
3684,7.517963
3685,7.518063
3686,7.518162
3687,7.518261
3688,7.518359
3689,7.518458
3690,7.518556
3691,7.518655
3692,7.518753
3693,7.518851
3694,7.518949
3695,7.519047
3696,7.519145
3697,7.519242
3698,7.519339
3699,7.519437
3700,7.519534
3701,7.519631
3702,7.519728
3703,7.519825
3704,7.519922
3705,7.520018
3706,7.520114
3707,7.520211
3708,7.520307
3709,7.520403
3710,7.520498
3711,7.520595
3712,7.52069
3713,7.520786
3714,7.520881
3715,7.520976
3716,7.521071
3717,7.521166
3718,7.521261
3719,7.521356
3720,7.521451
3721,7.521545
3722,7.52164
3723,7.521734
3724,7.521828
3725,7.521922
3726,7.522016
3727,7.52211
3728,7.522203
3729,7.522297
3730,7.52239
3731,7.522483
3732,7.522576
3733,7.522669
3734,7.522762
3735,7.522855
3736,7.522948
3737,7.52304
3738,7.523132
3739,7.523224
3740,7.523316
3741,7.523408
3742,7.5235
3743,7.523592
3744,7.523684
3745,7.523775
3746,7.523866
3747,7.523958
3748,7.524049
3749,7.52414
3750,7.52423
3751,7.524321
3752,7.524412
3753,7.524502
3754,7.524593
3755,7.524683
3756,7.524773
3757,7.524863
3758,7.524952
3759,7.525042
3760,7.525132
3761,7.525221
3762,7.525311
3763,7.5254
3764,7.525489
3765,7.525578
3766,7.525667
3767,7.525755
3768,7.525844
3769,7.525933
3770,7.526021
3771,7.526109
3772,7.526197
3773,7.526285
3774,7.526373
3775,7.52646
3776,7.526548
3777,7.526636
3778,7.526723
3779,7.52681
3780,7.526897
3781,7.526984
3782,7.527071
3783,7.527158
3784,7.527244
3785,7.527331
3786,7.527417
3787,7.527503
3788,7.527589
3789,7.527675
3790,7.527761
3791,7.527847
3792,7.527932
3793,7.528018
3794,7.528104
3795,7.528189
3796,7.528274
3797,7.528359
3798,7.528444
3799,7.528528
3800,7.528613
3801,7.528697
3802,7.528782
3803,7.528866
3804,7.52895
3805,7.529034
3806,7.529118
3807,7.529202
3808,7.529285
3809,7.529369
3810,7.529453
3811,7.529536
3812,7.529619
3813,7.529702
3814,7.529785
3815,7.529867
3816,7.52995
3817,7.530032
3818,7.530115
3819,7.530197
3820,7.53028
3821,7.530362
3822,7.530443
3823,7.530525
3824,7.530607
3825,7.530688
3826,7.53077
3827,7.530851
3828,7.530932
3829,7.531013
3830,7.531094
3831,7.531175
3832,7.531256
3833,7.531336
3834,7.531417
3835,7.531497
3836,7.531578
3837,7.531658
3838,7.531738
3839,7.531817
3840,7.531897
3841,7.531977
3842,7.532056
3843,7.532135
3844,7.532215
3845,7.532294
3846,7.532373
3847,7.532452
3848,7.532531
3849,7.532609
3850,7.532688
3851,7.532766
3852,7.532845
3853,7.532923
3854,7.533001
3855,7.533079
3856,7.533156
3857,7.533234
3858,7.533312
3859,7.533389
3860,7.533467
3861,7.533544
3862,7.533621
3863,7.533698
3864,7.533775
3865,7.533851
3866,7.533928
3867,7.534004
3868,7.534081
3869,7.534157
3870,7.534233
3871,7.534309
3872,7.534385
3873,7.534461
3874,7.534536
3875,7.534612
3876,7.534687
3877,7.534763
3878,7.534838
3879,7.534913
3880,7.534988
3881,7.535063
3882,7.535137
3883,7.535212
3884,7.535286
3885,7.535361
3886,7.535435
3887,7.535509
3888,7.535583
3889,7.535657
3890,7.535731
3891,7.535804
3892,7.535878
3893,7.535952
3894,7.536025
3895,7.536098
3896,7.536171
3897,7.536244
3898,7.536316
3899,7.536389
3900,7.536462
3901,7.536534
3902,7.536607
3903,7.536679
3904,7.536751
3905,7.536823
3906,7.536895
3907,7.536966
3908,7.537038
3909,7.537109
3910,7.537181
3911,7.537252
3912,7.537324
3913,7.537395
3914,7.537465
3915,7.537536
3916,7.537607
3917,7.537677
3918,7.537748
3919,7.537818
3920,7.537889
3921,7.537959
3922,7.538029
3923,7.538098
3924,7.538168
3925,7.538238
3926,7.538307
3927,7.538377
3928,7.538446
3929,7.538515
3930,7.538584
3931,7.538653
3932,7.538722
3933,7.538791
3934,7.538859
3935,7.538928
3936,7.538996
3937,7.539065
3938,7.539133
3939,7.539201
3940,7.539268
3941,7.539336
3942,7.539404
3943,7.539472
3944,7.539539
3945,7.539606
3946,7.539673
3947,7.53974
3948,7.539807
3949,7.539874
3950,7.539941
3951,7.540007
3952,7.540074
3953,7.540141
3954,7.540207
3955,7.540273
3956,7.540339
3957,7.540405
3958,7.540471
3959,7.540536
3960,7.540602
3961,7.540668
3962,7.540733
3963,7.540798
3964,7.540863
3965,7.540928
3966,7.540993
3967,7.541058
3968,7.541123
3969,7.541187
3970,7.541252
3971,7.541316
3972,7.54138
3973,7.541444
3974,7.541508
3975,7.541572
3976,7.541636
3977,7.5417
3978,7.541763
3979,7.541826
3980,7.54189
3981,7.541953
3982,7.542016
3983,7.542079
3984,7.542142
3985,7.542205
3986,7.542267
3987,7.54233
3988,7.542392
3989,7.542454
3990,7.542516
3991,7.542578
3992,7.54264
3993,7.542702
3994,7.542764
3995,7.542826
3996,7.542887
3997,7.542948
3998,7.54301
3999,7.543071
4000,7.543132
4001,7.543193
4002,7.543254
4003,7.543314
4004,7.543375
4005,7.543435
4006,7.543496
4007,7.543556
4008,7.543616
4009,7.543676
4010,7.543736
4011,7.543796
4012,7.543855
4013,7.543914
4014,7.543972
4015,7.544029
4016,7.544085
4017,7.54414
4018,7.544194
4019,7.544246
4020,7.544298
4021,7.544349
4022,7.544399
4023,7.544448
4024,7.544495
4025,7.544542
4026,7.544588
4027,7.544633
4028,7.544678
4029,7.544721
4030,7.544764
4031,7.544806
4032,7.544847
4033,7.544887
4034,7.544927
4035,7.544965
4036,7.545004
4037,7.545041
4038,7.545078
4039,7.545114
4040,7.545149
4041,7.545184
4042,7.545218
4043,7.545251
4044,7.545284
4045,7.545317
4046,7.545348
4047,7.545379
4048,7.54541
4049,7.54544
4050,7.54547
4051,7.545499
4052,7.545528
4053,7.545556
4054,7.545584
4055,7.545612
4056,7.545639
4057,7.545666
4058,7.545692
4059,7.545718
4060,7.545744
4061,7.545769
4062,7.545794
4063,7.545819
4064,7.545844
4065,7.545868
4066,7.545892
4067,7.545916
4068,7.54594
4069,7.545963
4070,7.545987
4071,7.54601
4072,7.546033
4073,7.546056
4074,7.546079
4075,7.546102
4076,7.546125
4077,7.546147
4078,7.54617
4079,7.546193
4080,7.546216
4081,7.546238
4082,7.546261
4083,7.546284
4084,7.546307
4085,7.54633
4086,7.546353
4087,7.546376
4088,7.5464
4089,7.546423
4090,7.546447
4091,7.54647
4092,7.546495
4093,7.546519
4094,7.546544
4095,7.546568
4096,7.546593
4097,7.546619
4098,7.546644
4099,7.54667
4100,7.546697
4101,7.546723
4102,7.54675
4103,7.546778
4104,7.546805
4105,7.546833
4106,7.546862
4107,7.546891
4108,7.546921
4109,7.54695
4110,7.546981
4111,7.547012
4112,7.547043
4113,7.547076
4114,7.547108
4115,7.547141
4116,7.547175
4117,7.547209
4118,7.547244
4119,7.54728
4120,7.547316
4121,7.547353
4122,7.54739
4123,7.547429
4124,7.547468
4125,7.547507
4126,7.547548
4127,7.547589
4128,7.547631
4129,7.547674
4130,7.547718
4131,7.547762
4132,7.547807
4133,7.547853
4134,7.5479
4135,7.547948
4136,7.547997
4137,7.548047
4138,7.548097
4139,7.548149
4140,7.548201
4141,7.548255
4142,7.54831
4143,7.548365
4144,7.548422
4145,7.548479
4146,7.548538
4147,7.548598
4148,7.548658
4149,7.54872
4150,7.548783
4151,7.548847
4152,7.548912
4153,7.548979
4154,7.549047
4155,7.549115
4156,7.549185
4157,7.549257
4158,7.549329
4159,7.549403
4160,7.549478
4161,7.549554
4162,7.549632
4163,7.549711
4164,7.549791
4165,7.549873
4166,7.549956
4167,7.55004
4168,7.550126
4169,7.550213
4170,7.550302
4171,7.550392
4172,7.550483
4173,7.550576
4174,7.55067
4175,7.550766
4176,7.550864
4177,7.550963
4178,7.551063
4179,7.551165
4180,7.551269
4181,7.551374
4182,7.551481
4183,7.551589
4184,7.551699
4185,7.551811
4186,7.551925
4187,7.55204
4188,7.552157
4189,7.552275
4190,7.552395
4191,7.552517
4192,7.552641
4193,7.552766
4194,7.552894
4195,7.553022
4196,7.553151
4197,7.553282
4198,7.553413
4199,7.553544
4200,7.553677
4201,7.55381
4202,7.553944
4203,7.554079
4204,7.554215
4205,7.554351
4206,7.554488
4207,7.554626
4208,7.554764
4209,7.554904
4210,7.555044
4211,7.555185
4212,7.555325
4213,7.555468
4214,7.55561
4215,7.555753
4216,7.555898
4217,7.556042
4218,7.556187
4219,7.556333
4220,7.55648
4221,7.556627
4222,7.556775
4223,7.556923
4224,7.557072
4225,7.557221
4226,7.557371
4227,7.557522
4228,7.557673
4229,7.557824
4230,7.557977
4231,7.55813
4232,7.558283
4233,7.558437
4234,7.558591
4235,7.558745
4236,7.5589
4237,7.559056
4238,7.559212
4239,7.559369
4240,7.559526
4241,7.559684
4242,7.559842
4243,7.56
4244,7.560159
4245,7.560318
4246,7.560477
4247,7.560637
4248,7.560798
4249,7.560959
4250,7.56112
4251,7.561281
4252,7.561443
4253,7.561605
4254,7.561767
4255,7.561931
4256,7.562094
4257,7.562257
4258,7.562421
4259,7.562585
4260,7.562749
4261,7.562914
4262,7.563079
4263,7.563244
4264,7.563409
4265,7.563575
4266,7.563741
4267,7.563907
4268,7.564073
4269,7.56424
4270,7.564407
4271,7.564574
4272,7.564741
4273,7.564908
4274,7.565076
4275,7.565243
4276,7.565411
4277,7.565579
4278,7.565747
4279,7.565915
4280,7.566084
4281,7.566252
4282,7.566421
4283,7.56659
4284,7.566759
4285,7.566927
4286,7.567096
4287,7.567265
4288,7.567435
4289,7.567604
4290,7.567773
4291,7.567942
4292,7.568112
4293,7.568281
4294,7.56845
4295,7.568619
4296,7.568789
4297,7.568958
4298,7.569127
4299,7.569297
4300,7.569466
4301,7.569635
4302,7.569804
4303,7.569973
4304,7.570142
4305,7.570311
4306,7.57048
4307,7.570649
4308,7.570818
4309,7.570987
4310,7.571155
4311,7.571323
4312,7.571492
4313,7.57166
4314,7.571828
4315,7.571995
4316,7.572163
4317,7.572331
4318,7.572498
4319,7.572665
4320,7.572832
4321,7.572999
4322,7.573165
4323,7.573332
4324,7.573498
4325,7.573664
4326,7.57383
4327,7.573995
4328,7.574161
4329,7.574325
4330,7.57449
4331,7.574654
4332,7.574819
4333,7.574983
4334,7.575146
4335,7.575309
4336,7.575472
4337,7.575635
4338,7.575797
4339,7.575959
4340,7.576121
4341,7.576282
4342,7.576443
4343,7.576604
4344,7.576764
4345,7.576924
4346,7.577083
4347,7.577242
4348,7.577401
4349,7.577559
4350,7.577717
4351,7.577874
4352,7.578031
4353,7.578188
4354,7.578344
4355,7.5785
4356,7.578655
4357,7.57881
4358,7.578964
4359,7.579118
4360,7.579271
4361,7.579424
4362,7.579576
4363,7.579728
4364,7.579879
4365,7.58003
4366,7.58018
4367,7.580329
4368,7.580479
4369,7.580627
4370,7.580775
4371,7.580923
4372,7.581069
4373,7.581216
4374,7.581361
4375,7.581507
4376,7.581651
4377,7.581795
4378,7.581939
4379,7.582083
4380,7.582226
4381,7.58237
4382,7.582513
4383,7.582656
4384,7.5828
4385,7.582942
4386,7.583085
4387,7.583228
4388,7.58337
4389,7.583512
4390,7.583655
4391,7.583797
4392,7.583938
4393,7.58408
4394,7.584222
4395,7.584363
4396,7.584505
4397,7.584646
4398,7.584787
4399,7.584928
4400,7.585068
4401,7.585209
4402,7.585349
4403,7.585489
4404,7.585629
4405,7.58577
4406,7.585909
4407,7.586049
4408,7.586189
4409,7.586328
4410,7.586467
4411,7.586606
4412,7.586745
4413,7.586884
4414,7.587023
4415,7.587161
4416,7.587299
4417,7.587438
4418,7.587575
4419,7.587713
4420,7.587851
4421,7.587989
4422,7.588126
4423,7.588264
4424,7.588401
4425,7.588538
4426,7.588675
4427,7.588811
4428,7.588948
4429,7.589085
4430,7.589221
4431,7.589357
4432,7.589493
4433,7.589629
4434,7.589764
4435,7.5899
4436,7.590036
4437,7.590171
4438,7.590306
4439,7.590441
4440,7.590576
4441,7.59071
4442,7.590845
4443,7.590979
4444,7.591114
4445,7.591248
4446,7.591382
4447,7.591515
4448,7.591649
4449,7.591783
4450,7.591916
4451,7.59205
4452,7.592183
4453,7.592316
4454,7.592449
4455,7.592581
4456,7.592714
4457,7.592846
4458,7.592978
4459,7.59311
4460,7.593243
4461,7.593374
4462,7.593506
4463,7.593638
4464,7.593769
4465,7.5939
4466,7.594032
4467,7.594162
4468,7.594293
4469,7.594424
4470,7.594555
4471,7.594685
4472,7.594815
4473,7.594945
4474,7.595075
4475,7.595205
4476,7.595335
4477,7.595464
4478,7.595594
4479,7.595723
4480,7.595852
4481,7.595981
4482,7.59611
4483,7.596239
4484,7.596367
4485,7.596496
4486,7.596624
4487,7.596752
4488,7.59688
4489,7.597008
4490,7.597136
4491,7.597263
4492,7.597391
4493,7.597518
4494,7.597645
4495,7.597772
4496,7.597899
4497,7.598026
4498,7.598152
4499,7.598279
4500,7.598405
4501,7.598531
4502,7.598657
4503,7.598783
4504,7.598909
4505,7.599034
4506,7.59916
4507,7.599285
4508,7.59941
4509,7.599535
4510,7.59966
4511,7.599785
4512,7.59991
4513,7.600034
4514,7.600159
4515,7.600283
4516,7.600406
4517,7.600531
4518,7.600654
4519,7.600778
4520,7.600902
4521,7.601025
4522,7.601148
4523,7.601271
4524,7.601394
4525,7.601517
4526,7.60164
4527,7.601762
4528,7.601884
4529,7.602007
4530,7.602129
4531,7.602251
4532,7.602373
4533,7.602494
4534,7.602616
4535,7.602737
4536,7.602858
4537,7.602979
4538,7.603101
4539,7.603221
4540,7.603342
4541,7.603463
4542,7.603583
4543,7.603703
4544,7.603824
4545,7.603944
4546,7.604063
4547,7.604183
4548,7.604303
4549,7.604422
4550,7.604542
4551,7.604661
4552,7.60478
4553,7.604899
4554,7.605017
4555,7.605136
4556,7.605255
4557,7.605373
4558,7.605491
4559,7.605609
4560,7.605727
4561,7.605845
4562,7.605963
4563,7.60608
4564,7.606198
4565,7.606315
4566,7.606432
4567,7.606549
4568,7.606666
4569,7.606783
4570,7.606899
4571,7.607016
4572,7.607132
4573,7.607248
4574,7.607364
4575,7.60748
4576,7.607596
4577,7.607711
4578,7.607827
4579,7.607942
4580,7.608057
4581,7.608173
4582,7.608287
4583,7.608402
4584,7.608517
4585,7.608631
4586,7.608746
4587,7.60886
4588,7.608974
4589,7.609088
4590,7.609202
4591,7.609316
4592,7.609429
4593,7.609543
4594,7.609656
4595,7.609769
4596,7.609883
4597,7.609995
4598,7.610108
4599,7.610221
4600,7.610333
4601,7.610446
4602,7.610558
4603,7.61067
4604,7.610782
4605,7.610894
4606,7.611006
4607,7.611117
4608,7.611229
4609,7.61134
4610,7.611451
4611,7.611562
4612,7.611673
4613,7.611784
4614,7.611894
4615,7.612005
4616,7.612115
4617,7.612225
4618,7.612335
4619,7.612445
4620,7.612555
4621,7.612665
4622,7.612774
4623,7.612884
4624,7.612993
4625,7.613102
4626,7.613211
4627,7.61332
4628,7.613429
4629,7.613538
4630,7.613646
4631,7.613754
4632,7.613863
4633,7.613971
4634,7.614078
4635,7.614187
4636,7.614294
4637,7.614402
4638,7.614509
4639,7.614616
4640,7.614723
4641,7.614831
4642,7.614937
4643,7.615044
4644,7.615151
4645,7.615257
4646,7.615364
4647,7.61547
4648,7.615576
4649,7.615682
4650,7.615788
4651,7.615893
4652,7.615999
4653,7.616105
4654,7.61621
4655,7.616315
4656,7.61642
4657,7.616525
4658,7.61663
4659,7.616734
4660,7.616839
4661,7.616943
4662,7.617048
4663,7.617152
4664,7.617255
4665,7.61736
4666,7.617463
4667,7.617567
4668,7.61767
4669,7.617774
4670,7.617877
4671,7.61798
4672,7.618083
4673,7.618185
4674,7.618288
4675,7.618391
4676,7.618493
4677,7.618596
4678,7.618698
4679,7.618799
4680,7.618902
4681,7.619003
4682,7.619105
4683,7.619207
4684,7.619308
4685,7.619409
4686,7.61951
4687,7.619611
4688,7.619712
4689,7.619813
4690,7.619913
4691,7.620014
4692,7.620114
4693,7.620214
4694,7.620314
4695,7.620414
4696,7.620514
4697,7.620614
4698,7.620713
4699,7.620813
4700,7.620912
4701,7.621011
4702,7.62111
4703,7.621209
4704,7.621308
4705,7.621407
4706,7.621505
4707,7.621604
4708,7.621702
4709,7.6218
4710,7.621898
4711,7.621996
4712,7.622093
4713,7.622191
4714,7.622289
4715,7.622386
4716,7.622483
4717,7.62258
4718,7.622677
4719,7.622774
4720,7.622871
4721,7.622967
4722,7.623064
4723,7.62316
4724,7.623256
4725,7.623352
4726,7.623448
4727,7.623544
4728,7.62364
4729,7.623735
4730,7.623831
4731,7.623926
4732,7.624021
4733,7.624116
4734,7.624211
4735,7.624306
4736,7.624401
4737,7.624495
4738,7.62459
4739,7.624684
4740,7.624778
4741,7.624872
4742,7.624964
4743,7.625056
4744,7.625148
4745,7.625238
4746,7.625327
4747,7.625416
4748,7.625503
4749,7.62559
4750,7.625677
4751,7.625762
4752,7.625847
4753,7.625931
4754,7.626014
4755,7.626096
4756,7.626178
4757,7.626259
4758,7.626339
4759,7.626419
4760,7.626498
4761,7.626577
4762,7.626655
4763,7.626732
4764,7.626808
4765,7.626885
4766,7.62696
4767,7.627035
4768,7.627109
4769,7.627183
4770,7.627256
4771,7.627329
4772,7.627402
4773,7.627473
4774,7.627545
4775,7.627616
4776,7.627686
4777,7.627756
4778,7.627826
4779,7.627895
4780,7.627964
4781,7.628033
4782,7.6281
4783,7.628168
4784,7.628236
4785,7.628303
4786,7.628369
4787,7.628436
4788,7.628503
4789,7.628568
4790,7.628634
4791,7.628699
4792,7.628764
4793,7.628829
4794,7.628894
4795,7.628959
4796,7.629023
4797,7.629087
4798,7.629151
4799,7.629215
4800,7.629279
4801,7.629343
4802,7.629406
4803,7.629469
4804,7.629533
4805,7.629596
4806,7.629659
4807,7.629722
4808,7.629786
4809,7.629849
4810,7.629912
4811,7.629975
4812,7.630038
4813,7.630101
4814,7.630164
4815,7.630227
4816,7.630291
4817,7.630354
4818,7.630418
4819,7.630481
4820,7.630545
4821,7.630609
4822,7.630673
4823,7.630737
4824,7.630801
4825,7.630865
4826,7.63093
4827,7.630995
4828,7.63106
4829,7.631125
4830,7.631191
4831,7.631256
4832,7.631322
4833,7.631389
4834,7.631455
4835,7.631522
4836,7.63159
4837,7.631657
4838,7.631725
4839,7.631793
4840,7.631862
4841,7.631931
4842,7.632
4843,7.632069
4844,7.63214
4845,7.63221
4846,7.632281
4847,7.632353
4848,7.632424
4849,7.632497
4850,7.63257
4851,7.632643
4852,7.632717
4853,7.632791
4854,7.632866
4855,7.632942
4856,7.633018
4857,7.633094
4858,7.633172
4859,7.633249
4860,7.633328
4861,7.633407
4862,7.633486
4863,7.633566
4864,7.633647
4865,7.633729
4866,7.633811
4867,7.633894
4868,7.633977
4869,7.634062
4870,7.634147
4871,7.634233
4872,7.634319
4873,7.634406
4874,7.634494
4875,7.634583
4876,7.634672
4877,7.634763
4878,7.634854
4879,7.634946
4880,7.635039
4881,7.635133
4882,7.635228
4883,7.635323
4884,7.63542
4885,7.635517
4886,7.635615
4887,7.635714
4888,7.635814
4889,7.635915
4890,7.636017
4891,7.63612
4892,7.636224
4893,7.636329
4894,7.636435
4895,7.636542
4896,7.636649
4897,7.636758
4898,7.636868
4899,7.636979
4900,7.637092
4901,7.637205
4902,7.637319
4903,7.637434
4904,7.637551
4905,7.637669
4906,7.637787
4907,7.637907
4908,7.638029
4909,7.638151
4910,7.638275
4911,7.638399
4912,7.638525
4913,7.638652
4914,7.638781
4915,7.63891
4916,7.639041
4917,7.639174
4918,7.639307
4919,7.639442
4920,7.639577
4921,7.639715
4922,7.639854
4923,7.639993
4924,7.640133
4925,7.640274
4926,7.640416
4927,7.640558
4928,7.6407
4929,7.640843
4930,7.640987
4931,7.641131
4932,7.641276
4933,7.641421
4934,7.641567
4935,7.641713
4936,7.64186
4937,7.642007
4938,7.642155
4939,7.642303
4940,7.642452
4941,7.642601
4942,7.642751
4943,7.642901
4944,7.643051
4945,7.643203
4946,7.643354
4947,7.643506
4948,7.643659
4949,7.643811
4950,7.643965
4951,7.644118
4952,7.644272
4953,7.644427
4954,7.644582
4955,7.644737
4956,7.644892
4957,7.645048
4958,7.645205
4959,7.645362
4960,7.645518
4961,7.645676
4962,7.645834
4963,7.645992
4964,7.646151
4965,7.646309
4966,7.646468
4967,7.646628
4968,7.646788
4969,7.646947
4970,7.647108
4971,7.647268
4972,7.647429
4973,7.64759
4974,7.647752
4975,7.647913
4976,7.648075
4977,7.648237
4978,7.6484
4979,7.648563
4980,7.648726
4981,7.648889
4982,7.649052
4983,7.649216
4984,7.649379
4985,7.649543
4986,7.649708
4987,7.649872
4988,7.650036
4989,7.650201
4990,7.650366
4991,7.650531
4992,7.650696
4993,7.650861
4994,7.651027
4995,7.651193
4996,7.651358
4997,7.651524
4998,7.65169
4999,7.651856
5000,7.652022
5001,7.652189
5002,7.652355
5003,7.652522
5004,7.652688
5005,7.652855
5006,7.653022
5007,7.653188
5008,7.653356
5009,7.653523
5010,7.653689
5011,7.653856
5012,7.654023
5013,7.65419
5014,7.654357
5015,7.654525
5016,7.654692
5017,7.654859
5018,7.655026
5019,7.655193
5020,7.65536
5021,7.655527
5022,7.655694
5023,7.655861
5024,7.656028
5025,7.656195
5026,7.656362
5027,7.656529
5028,7.656696
5029,7.656862
5030,7.657029
5031,7.657195
5032,7.657362
5033,7.657528
5034,7.657694
5035,7.657861
5036,7.658027
5037,7.658193
5038,7.658358
5039,7.658524
5040,7.65869
5041,7.658855
5042,7.65902
5043,7.659186
5044,7.65935
5045,7.659516
5046,7.65968
5047,7.659844
5048,7.660009
5049,7.660173
5050,7.660337
5051,7.660501
5052,7.660664
5053,7.660827
5054,7.66099
5055,7.661153
5056,7.661316
5057,7.661478
5058,7.66164
5059,7.661802
5060,7.661964
5061,7.662125
5062,7.662287
5063,7.662447
5064,7.662608
5065,7.662768
5066,7.662928
5067,7.663088
5068,7.663248
5069,7.663407
5070,7.663566
5071,7.663724
5072,7.663883
5073,7.66404
5074,7.664198
5075,7.664355
5076,7.664512
5077,7.664668
5078,7.664825
5079,7.664981
5080,7.665136
5081,7.665291
5082,7.665446
5083,7.6656
5084,7.665754
5085,7.665907
5086,7.666061
5087,7.666213
5088,7.666366
5089,7.666518
5090,7.666669
5091,7.66682
5092,7.666971
5093,7.667121
5094,7.667271
5095,7.66742
5096,7.667569
5097,7.667717
5098,7.667865
5099,7.668013
5100,7.66816
5101,7.668306
5102,7.668452
5103,7.668598
5104,7.668742
5105,7.668887
5106,7.669032
5107,7.669176
5108,7.66932
5109,7.669465
5110,7.669608
5111,7.669752
5112,7.669896
5113,7.670039
5114,7.670183
5115,7.670326
5116,7.670469
5117,7.670612
5118,7.670754
5119,7.670897
5120,7.67104
5121,7.671182
5122,7.671324
5123,7.671466
5124,7.671608
5125,7.67175
5126,7.671891
5127,7.672033
5128,7.672174
5129,7.672315
5130,7.672456
5131,7.672596
5132,7.672737
5133,7.672878
5134,7.673018
5135,7.673158
5136,7.673299
5137,7.673438
5138,7.673578
5139,7.673718
5140,7.673857
5141,7.673997
5142,7.674136
5143,7.674275
5144,7.674414
5145,7.674552
5146,7.674691
5147,7.67483
5148,7.674968
5149,7.675106
5150,7.675244
5151,7.675382
5152,7.67552
5153,7.675657
5154,7.675795
5155,7.675932
5156,7.676069
5157,7.676206
5158,7.676343
5159,7.676479
5160,7.676616
5161,7.676752
5162,7.676889
5163,7.677025
5164,7.677161
5165,7.677297
5166,7.677432
5167,7.677568
5168,7.677703
5169,7.677838
5170,7.677973
5171,7.678108
5172,7.678243
5173,7.678378
5174,7.678512
5175,7.678647
5176,7.678781
5177,7.678915
5178,7.679049
5179,7.679183
5180,7.679316
5181,7.67945
5182,7.679583
5183,7.679716
5184,7.679849
5185,7.679982
5186,7.680115
5187,7.680248
5188,7.68038
5189,7.680512
5190,7.680645
5191,7.680777
5192,7.680909
5193,7.681041
5194,7.681172
5195,7.681304
5196,7.681435
5197,7.681566
5198,7.681697
5199,7.681828
5200,7.681959
5201,7.682089
5202,7.68222
5203,7.68235
5204,7.68248
5205,7.68261
5206,7.68274
5207,7.68287
5208,7.683
5209,7.683129
5210,7.683258
5211,7.683388
5212,7.683517
5213,7.683645
5214,7.683774
5215,7.683903
5216,7.684031
5217,7.68416
5218,7.684288
5219,7.684416
5220,7.684544
5221,7.684671
5222,7.684799
5223,7.684926
5224,7.685054
5225,7.685181
5226,7.685308
5227,7.685435
5228,7.685562
5229,7.685688
5230,7.685815
5231,7.685941
5232,7.686067
5233,7.686193
5234,7.686319
5235,7.686445
5236,7.686571
5237,7.686696
5238,7.686821
5239,7.686947
5240,7.687072
5241,7.687197
5242,7.687321
5243,7.687446
5244,7.687571
5245,7.687695
5246,7.687819
5247,7.687943
5248,7.688067
5249,7.688191
5250,7.688315
5251,7.688438
5252,7.688561
5253,7.688684
5254,7.688808
5255,7.688931
5256,7.689053
5257,7.689176
5258,7.689299
5259,7.689421
5260,7.689543
5261,7.689665
5262,7.689787
5263,7.689909
5264,7.690031
5265,7.690152
5266,7.690274
5267,7.690395
5268,7.690516
5269,7.690637
5270,7.690758
5271,7.690879
5272,7.690999
5273,7.69112
5274,7.69124
5275,7.69136
5276,7.69148
5277,7.6916
5278,7.69172
5279,7.69184
5280,7.691959
5281,7.692078
5282,7.692198
5283,7.692316
5284,7.692435
5285,7.692554
5286,7.692673
5287,7.692791
5288,7.692909
5289,7.693028
5290,7.693146
5291,7.693264
5292,7.693382
5293,7.693499
5294,7.693617
5295,7.693734
5296,7.693852
5297,7.693969
5298,7.694086
5299,7.694202
5300,7.694319
5301,7.694436
5302,7.694552
5303,7.694668
5304,7.694785
5305,7.6949
5306,7.695016
5307,7.695132
5308,7.695248
5309,7.695363
5310,7.695478
5311,7.695594
5312,7.695709
5313,7.695824
5314,7.695938
5315,7.696053
5316,7.696168
5317,7.696282
5318,7.696396
5319,7.69651
5320,7.696624
5321,7.696738
5322,7.696852
5323,7.696965
5324,7.697079
5325,7.697192
5326,7.697305
5327,7.697418
5328,7.697531
5329,7.697644
5330,7.697756
5331,7.697869
5332,7.697981
5333,7.698093
5334,7.698205
5335,7.698317
5336,7.698429
5337,7.698541
5338,7.698652
5339,7.698764
5340,7.698875
5341,7.698986
5342,7.699097
5343,7.699208
5344,7.699319
5345,7.699429
5346,7.69954
5347,7.69965
5348,7.69976
5349,7.69987
5350,7.69998
5351,7.70009
5352,7.700199
5353,7.700309
5354,7.700418
5355,7.700528
5356,7.700636
5357,7.700745
5358,7.700854
5359,7.700963
5360,7.701072
5361,7.70118
5362,7.701288
5363,7.701396
5364,7.701504
5365,7.701612
5366,7.70172
5367,7.701828
5368,7.701935
5369,7.702043
5370,7.70215
5371,7.702257
5372,7.702364
5373,7.702471
5374,7.702577
