"Plazo","Tasa.Nominal"
1879,7.329179
1880,7.329204
1881,7.32923
1882,7.329255
1883,7.32928
1884,7.329305
1885,7.329331
1886,7.329355
1887,7.32938
1888,7.329405
1889,7.32943
1890,7.329454
1891,7.329478
1892,7.329503
1893,7.329527
1894,7.329551
1895,7.329575
1896,7.329599
1897,7.329622
1898,7.329647
1899,7.32967
1900,7.329694
1901,7.329717
1902,7.32974
1903,7.329763
1904,7.329786
1905,7.32981
1906,7.329832
1907,7.329855
1908,7.329878
1909,7.329901
1910,7.329923
1911,7.329946
1912,7.329968
1913,7.32999
1914,7.330012
1915,7.330034
1916,7.330056
1917,7.330078
1918,7.3301
1919,7.330121
1920,7.330143
1921,7.330164
1922,7.330186
1923,7.330207
1924,7.330228
1925,7.330249
1926,7.33027
1927,7.330291
1928,7.330312
1929,7.330333
1930,7.330353
1931,7.330374
1932,7.330394
1933,7.330415
1934,7.330434
1935,7.330455
1936,7.330475
1937,7.330494
1938,7.330514
1939,7.330534
1940,7.330554
1941,7.330573
1942,7.330593
1943,7.330612
1944,7.330631
1945,7.33065
1946,7.33067
1947,7.330688
1948,7.330707
1949,7.330726
1950,7.330744
1951,7.330763
1952,7.330781
1953,7.3308
1954,7.330818
1955,7.330836
1956,7.330854
1957,7.330872
1958,7.33089
1959,7.330907
1960,7.330925
1961,7.330943
1962,7.330961
1963,7.330978
1964,7.330995
1965,7.331012
1966,7.33103
1967,7.331046
1968,7.331064
1969,7.33108
1970,7.331097
1971,7.331114
1972,7.33113
1973,7.331147
1974,7.331163
1975,7.331179
1976,7.331195
1977,7.331212
1978,7.331227
1979,7.331243
1980,7.331259
1981,7.331274
1982,7.33129
1983,7.331305
1984,7.331321
1985,7.331336
1986,7.331352
1987,7.331366
1988,7.331382
1989,7.331396
1990,7.331412
1991,7.331426
1992,7.331441
1993,7.331455
1994,7.331469
1995,7.331484
1996,7.331498
1997,7.331512
1998,7.331526
1999,7.331541
2000,7.331554
2001,7.331568
2002,7.331582
2003,7.331596
2004,7.331609
2005,7.331622
2006,7.331636
2007,7.331648
2008,7.331662
2009,7.331675
2010,7.331688
2011,7.3317
2012,7.331712
2013,7.331724
2014,7.331735
2015,7.331745
2016,7.331755
2017,7.331765
2018,7.331774
2019,7.331782
2020,7.33179
2021,7.331797
2022,7.331804
2023,7.331811
2024,7.331817
2025,7.331822
2026,7.331828
2027,7.331832
2028,7.331837
2029,7.33184
2030,7.331844
2031,7.331847
2032,7.331849
2033,7.331852
2034,7.331854
2035,7.331855
2036,7.331857
2037,7.331858
2038,7.331858
2039,7.331858
2040,7.331858
2041,7.331857
2042,7.331856
2043,7.331855
2044,7.331854
2045,7.331852
2046,7.33185
2047,7.331847
2048,7.331845
2049,7.331843
2050,7.331839
2051,7.331836
2052,7.331833
2053,7.331828
2054,7.331825
2055,7.33182
2056,7.331816
2057,7.331811
2058,7.331806
2059,7.331802
2060,7.331796
2061,7.331791
2062,7.331785
2063,7.33178
2064,7.331774
2065,7.331768
2066,7.331762
2067,7.331755
2068,7.331749
2069,7.331743
2070,7.331736
2071,7.33173
2072,7.331723
2073,7.331717
2074,7.33171
2075,7.331702
2076,7.331695
2077,7.331689
2078,7.331682
2079,7.331675
2080,7.331667
2081,7.331661
2082,7.331653
2083,7.331646
2084,7.331639
2085,7.331632
2086,7.331625
2087,7.331618
2088,7.331611
2089,7.331604
2090,7.331597
2091,7.33159
2092,7.331583
2093,7.331577
2094,7.33157
2095,7.331563
2096,7.331557
2097,7.331551
2098,7.331545
2099,7.331539
2100,7.331533
2101,7.331527
2102,7.331521
2103,7.331516
2104,7.33151
2105,7.331505
2106,7.3315
2107,7.331495
2108,7.33149
2109,7.331486
2110,7.331482
2111,7.331478
2112,7.331474
2113,7.33147
2114,7.331467
2115,7.331464
2116,7.331461
2117,7.331458
2118,7.331456
2119,7.331454
2120,7.331452
2121,7.331451
2122,7.331449
2123,7.331448
2124,7.331448
2125,7.331447
2126,7.331447
2127,7.331448
2128,7.331449
2129,7.331449
2130,7.331451
2131,7.331453
2132,7.331454
2133,7.331457
2134,7.33146
2135,7.331463
2136,7.331466
2137,7.33147
2138,7.331475
2139,7.33148
2140,7.331485
2141,7.331491
2142,7.331496
2143,7.331503
2144,7.33151
2145,7.331518
2146,7.331525
2147,7.331534
2148,7.331543
2149,7.331552
2150,7.331562
2151,7.331573
2152,7.331584
2153,7.331595
2154,7.331607
2155,7.331619
2156,7.331632
2157,7.331646
2158,7.33166
2159,7.331674
2160,7.33169
2161,7.331706
2162,7.331722
2163,7.331739
2164,7.331756
2165,7.331775
2166,7.331793
2167,7.331812
2168,7.331832
2169,7.331853
2170,7.331875
2171,7.331897
2172,7.331919
2173,7.331942
2174,7.331966
2175,7.33199
2176,7.332015
2177,7.332042
2178,7.332068
2179,7.332095
2180,7.332123
2181,7.332152
2182,7.332181
2183,7.332212
2184,7.332242
2185,7.332274
2186,7.332307
2187,7.33234
2188,7.332374
2189,7.332409
2190,7.332444
2191,7.33248
2192,7.332517
2193,7.332555
2194,7.332593
2195,7.332631
2196,7.33267
2197,7.332709
2198,7.332748
2199,7.332788
2200,7.332828
2201,7.332868
2202,7.332908
2203,7.332949
2204,7.33299
2205,7.333032
2206,7.333074
2207,7.333116
2208,7.333158
2209,7.333201
2210,7.333244
2211,7.333287
2212,7.33333
2213,7.333374
2214,7.333418
2215,7.333463
2216,7.333507
2217,7.333552
2218,7.333597
2219,7.333642
2220,7.333687
2221,7.333733
2222,7.333779
2223,7.333825
2224,7.333872
2225,7.333919
2226,7.333965
2227,7.334013
2228,7.33406
2229,7.334108
2230,7.334155
2231,7.334203
2232,7.334251
2233,7.3343
2234,7.334348
2235,7.334397
2236,7.334446
2237,7.334495
2238,7.334544
2239,7.334593
2240,7.334643
2241,7.334693
2242,7.334743
2243,7.334793
2244,7.334843
2245,7.334893
2246,7.334944
2247,7.334994
2248,7.335045
2249,7.335096
2250,7.335147
2251,7.335198
2252,7.335249
2253,7.335301
2254,7.335352
2255,7.335404
2256,7.335455
2257,7.335507
2258,7.335559
2259,7.335611
2260,7.335663
2261,7.335715
2262,7.335768
2263,7.33582
2264,7.335872
2265,7.335925
2266,7.335977
2267,7.33603
2268,7.336083
2269,7.336136
2270,7.336188
2271,7.336241
2272,7.336294
2273,7.336347
2274,7.3364
2275,7.336453
2276,7.336506
2277,7.336559
2278,7.336612
2279,7.336665
2280,7.336718
2281,7.336771
2282,7.336825
2283,7.336877
2284,7.33693
2285,7.336984
2286,7.337037
2287,7.33709
2288,7.337143
2289,7.337196
2290,7.33725
2291,7.337303
2292,7.337356
2293,7.337408
2294,7.337461
2295,7.337514
2296,7.337567
2297,7.33762
2298,7.337673
2299,7.337725
2300,7.337778
2301,7.337831
2302,7.337883
2303,7.337936
2304,7.337989
2305,7.338041
2306,7.338093
2307,7.338145
2308,7.338197
2309,7.338249
2310,7.338301
2311,7.338353
2312,7.338405
2313,7.338456
2314,7.338508
2315,7.338559
2316,7.33861
2317,7.338662
2318,7.338712
2319,7.338763
2320,7.338814
2321,7.338865
2322,7.338915
2323,7.338966
2324,7.339016
2325,7.339066
2326,7.339116
2327,7.339166
2328,7.339215
2329,7.339265
2330,7.339314
2331,7.339363
2332,7.339412
2333,7.339461
2334,7.33951
2335,7.339558
2336,7.339606
2337,7.339655
2338,7.339703
2339,7.33975
2340,7.339798
2341,7.339845
2342,7.339892
2343,7.339939
2344,7.339985
2345,7.340032
2346,7.340078
2347,7.340124
2348,7.34017
2349,7.340215
2350,7.340261
2351,7.340306
2352,7.34035
2353,7.340395
2354,7.34044
2355,7.340483
2356,7.340527
2357,7.340571
2358,7.340614
2359,7.340657
2360,7.340699
2361,7.340742
2362,7.340784
2363,7.340826
2364,7.340868
2365,7.340909
2366,7.34095
2367,7.340991
2368,7.341032
2369,7.341072
2370,7.341112
2371,7.341151
2372,7.34119
2373,7.341229
2374,7.341268
2375,7.341307
2376,7.341345
2377,7.341383
2378,7.341421
2379,7.341459
2380,7.341497
2381,7.341535
2382,7.341573
2383,7.34161
2384,7.341648
2385,7.341685
2386,7.341722
2387,7.34176
2388,7.341797
2389,7.341834
2390,7.34187
2391,7.341907
2392,7.341944
2393,7.34198
2394,7.342017
2395,7.342053
2396,7.34209
2397,7.342126
2398,7.342162
2399,7.342198
2400,7.342234
2401,7.34227
2402,7.342306
2403,7.342341
2404,7.342376
2405,7.342411
2406,7.342447
2407,7.342482
2408,7.342517
2409,7.342552
2410,7.342587
2411,7.342622
2412,7.342656
2413,7.342691
2414,7.342725
2415,7.342759
2416,7.342794
2417,7.342828
2418,7.342862
2419,7.342896
2420,7.34293
2421,7.342964
2422,7.342997
2423,7.343031
2424,7.343064
2425,7.343097
2426,7.343131
2427,7.343163
2428,7.343197
2429,7.34323
2430,7.343262
2431,7.343295
2432,7.343328
2433,7.34336
2434,7.343393
2435,7.343425
2436,7.343458
2437,7.343489
2438,7.343522
2439,7.343554
2440,7.343585
2441,7.343617
2442,7.343648
2443,7.34368
2444,7.343712
2445,7.343743
2446,7.343774
2447,7.343805
2448,7.343836
2449,7.343867
2450,7.343898
2451,7.343929
2452,7.343959
2453,7.34399
2454,7.34402
2455,7.344051
2456,7.344081
2457,7.344111
2458,7.344141
2459,7.344171
2460,7.344201
2461,7.344231
2462,7.34426
2463,7.34429
2464,7.344319
2465,7.344349
2466,7.344378
2467,7.344407
2468,7.344436
2469,7.344465
2470,7.344494
2471,7.344523
2472,7.344551
2473,7.34458
2474,7.344608
2475,7.344636
2476,7.344665
2477,7.344693
2478,7.344721
2479,7.344749
2480,7.344777
2481,7.344805
2482,7.344832
2483,7.34486
2484,7.344887
2485,7.344915
2486,7.344941
2487,7.344969
2488,7.344996
2489,7.345023
2490,7.34505
2491,7.345076
2492,7.345103
2493,7.34513
2494,7.345156
2495,7.345183
2496,7.345209
2497,7.345235
2498,7.345262
2499,7.345287
2500,7.345313
2501,7.345339
2502,7.345365
2503,7.345391
2504,7.345416
2505,7.345441
2506,7.345466
2507,7.345492
2508,7.345517
2509,7.345542
2510,7.345567
2511,7.345591
2512,7.345616
2513,7.345641
2514,7.345665
2515,7.34569
2516,7.345714
2517,7.345739
2518,7.345763
2519,7.345787
2520,7.345811
2521,7.345834
2522,7.345858
2523,7.345882
2524,7.345906
2525,7.345929
2526,7.345952
2527,7.345976
2528,7.345999
2529,7.346022
2530,7.346045
2531,7.346068
2532,7.346091
2533,7.346113
2534,7.346136
2535,7.346159
2536,7.346181
2537,7.346203
2538,7.346225
2539,7.346248
2540,7.34627
2541,7.346291
2542,7.346313
2543,7.346335
2544,7.346357
2545,7.346379
2546,7.3464
2547,7.346421
2548,7.346442
2549,7.346464
2550,7.346485
2551,7.346505
2552,7.346527
2553,7.346547
2554,7.346568
2555,7.346588
2556,7.346609
2557,7.346755
2558,7.346904
2559,7.347054
2560,7.347206
2561,7.34736
2562,7.347514
2563,7.347672
2564,7.34783
2565,7.34799
2566,7.348153
2567,7.348316
2568,7.348481
2569,7.348647
2570,7.348816
2571,7.348986
2572,7.349156
2573,7.34933
2574,7.349503
2575,7.34968
2576,7.349856
2577,7.350035
2578,7.350215
2579,7.350396
2580,7.350579
2581,7.350762
2582,7.350948
2583,7.351134
2584,7.351322
2585,7.351511
2586,7.351701
2587,7.351893
2588,7.352086
2589,7.352279
2590,7.352474
2591,7.35267
2592,7.352868
2593,7.353066
2594,7.353265
2595,7.353465
2596,7.353667
2597,7.353869
2598,7.354073
2599,7.354277
2600,7.354483
2601,7.354689
2602,7.354897
2603,7.355104
2604,7.355314
2605,7.355524
2606,7.355734
2607,7.355945
2608,7.356158
2609,7.356371
2610,7.356585
2611,7.3568
2612,7.357015
2613,7.357231
2614,7.357448
2615,7.357665
2616,7.357883
2617,7.358101
2618,7.358321
2619,7.35854
2620,7.35876
2621,7.358982
2622,7.359203
2623,7.359425
2624,7.359647
2625,7.35987
2626,7.360094
2627,7.360317
2628,7.360542
2629,7.360766
2630,7.360991
2631,7.361216
2632,7.361442
2633,7.361668
2634,7.361894
2635,7.362121
2636,7.362348
2637,7.362574
2638,7.362801
2639,7.363029
2640,7.363257
2641,7.363484
2642,7.363712
2643,7.36394
2644,7.364168
2645,7.364397
2646,7.364625
2647,7.364854
2648,7.365084
2649,7.36532
2650,7.365559
2651,7.365804
2652,7.366053
2653,7.366306
2654,7.366562
2655,7.366822
2656,7.367086
2657,7.367354
2658,7.367625
2659,7.367899
2660,7.368176
2661,7.368455
2662,7.368738
2663,7.369023
2664,7.369311
2665,7.3696
2666,7.369892
2667,7.370185
2668,7.370481
2669,7.370777
2670,7.371076
2671,7.371375
2672,7.371676
2673,7.371978
2674,7.372281
2675,7.372584
2676,7.372888
2677,7.373192
2678,7.373496
2679,7.373801
2680,7.374106
2681,7.374409
2682,7.374713
2683,7.375017
2684,7.375319
2685,7.375621
2686,7.375922
2687,7.376221
2688,7.37652
2689,7.376817
2690,7.377112
2691,7.377406
2692,7.377698
2693,7.377987
2694,7.378274
2695,7.378559
2696,7.378842
2697,7.379122
2698,7.379399
2699,7.379673
2700,7.379944
2701,7.380212
2702,7.380476
2703,7.380737
2704,7.380994
2705,7.381248
2706,7.381497
2707,7.381742
2708,7.381983
2709,7.38222
2710,7.382451
2711,7.382679
2712,7.382901
2713,7.383118
2714,7.38333
2715,7.383536
2716,7.383738
2717,7.383934
2718,7.384123
2719,7.384307
2720,7.384485
2721,7.384656
2722,7.384822
2723,7.384981
2724,7.385133
2725,7.385278
2726,7.385416
2727,7.385547
2728,7.385671
2729,7.385788
2730,7.385897
2731,7.385999
2732,7.386092
2733,7.386177
2734,7.386255
2735,7.386325
2736,7.386385
2737,7.386437
2738,7.386481
2739,7.386514
2740,7.386536
2741,7.386547
2742,7.386546
2743,7.386535
2744,7.386514
2745,7.386483
2746,7.386442
2747,7.386392
2748,7.386333
2749,7.386266
2750,7.38619
2751,7.386106
2752,7.386014
2753,7.385915
2754,7.38581
2755,7.385697
2756,7.385578
2757,7.385453
2758,7.385323
2759,7.385186
2760,7.385045
2761,7.3849
2762,7.384749
2763,7.384595
2764,7.384436
2765,7.384275
2766,7.38411
2767,7.383942
2768,7.383772
2769,7.383599
2770,7.383425
2771,7.383248
2772,7.383071
2773,7.382893
2774,7.382714
2775,7.382536
2776,7.382357
2777,7.382178
2778,7.382
2779,7.381822
2780,7.381647
2781,7.381473
2782,7.3813
2783,7.38113
2784,7.380963
2785,7.380798
2786,7.380637
2787,7.380479
2788,7.380325
2789,7.380175
2790,7.380029
2791,7.379888
2792,7.379753
2793,7.379622
2794,7.379497
2795,7.379379
2796,7.379266
2797,7.37916
2798,7.379061
2799,7.37897
2800,7.378886
2801,7.378809
2802,7.378741
2803,7.378682
2804,7.378631
2805,7.378589
2806,7.378558
2807,7.378535
2808,7.378522
2809,7.37852
2810,7.378529
2811,7.378548
2812,7.378579
2813,7.378622
2814,7.378676
2815,7.378743
2816,7.378821
2817,7.378913
2818,7.379018
2819,7.379136
2820,7.379268
2821,7.379414
2822,7.379574
2823,7.37975
2824,7.37994
2825,7.380145
2826,7.380366
2827,7.380602
2828,7.380855
2829,7.381124
2830,7.381411
2831,7.381715
2832,7.382037
2833,7.382374
2834,7.382729
2835,7.383098
2836,7.383483
2837,7.383882
2838,7.384295
2839,7.384722
2840,7.385163
2841,7.385616
2842,7.386081
2843,7.386558
2844,7.387046
2845,7.387545
2846,7.388054
2847,7.388573
2848,7.389102
2849,7.389638
2850,7.390184
2851,7.390737
2852,7.391298
2853,7.391865
2854,7.392439
2855,7.393019
2856,7.393604
2857,7.394194
2858,7.394788
2859,7.395387
2860,7.39599
2861,7.396595
2862,7.397202
2863,7.397812
2864,7.398424
2865,7.399036
2866,7.399649
2867,7.400262
2868,7.400876
2869,7.401488
2870,7.402099
2871,7.402708
2872,7.403315
2873,7.40392
2874,7.404521
2875,7.405119
2876,7.405712
2877,7.406301
2878,7.406885
2879,7.407464
2880,7.408036
2881,7.408602
2882,7.409161
2883,7.409713
2884,7.410257
2885,7.410793
2886,7.41132
2887,7.411837
2888,7.412345
2889,7.412843
2890,7.41333
2891,7.413806
2892,7.41427
2893,7.414722
2894,7.415162
2895,7.415589
2896,7.416002
2897,7.416402
2898,7.416787
2899,7.417158
2900,7.417512
2901,7.417852
2902,7.418175
2903,7.418481
2904,7.41877
2905,7.419042
2906,7.419296
2907,7.419531
2908,7.419747
2909,7.419944
2910,7.420121
2911,7.420277
2912,7.420413
2913,7.420528
2914,7.420621
2915,7.420691
2916,7.420739
2917,7.420764
2918,7.420766
2919,7.420743
2920,7.420696
2921,7.420625
2922,7.420529
2923,7.42041
2924,7.420269
2925,7.420106
2926,7.419921
2927,7.419716
2928,7.419491
2929,7.419246
2930,7.418983
2931,7.418701
2932,7.418402
2933,7.418087
2934,7.417755
2935,7.417407
2936,7.417044
2937,7.416668
2938,7.416278
2939,7.415875
2940,7.415459
2941,7.415032
2942,7.414593
2943,7.414144
2944,7.413685
2945,7.413218
2946,7.412741
2947,7.412257
2948,7.411766
2949,7.411267
2950,7.410763
2951,7.410253
2952,7.409739
2953,7.409221
2954,7.408699
2955,7.408174
2956,7.407647
2957,7.407118
2958,7.406588
2959,7.406058
2960,7.405529
2961,7.405
2962,7.404473
2963,7.403948
2964,7.403426
2965,7.402907
2966,7.402392
2967,7.401882
2968,7.401377
2969,7.400878
2970,7.400386
2971,7.3999
2972,7.399423
2973,7.398954
2974,7.398494
2975,7.398043
2976,7.397604
2977,7.397174
2978,7.396756
2979,7.396351
2980,7.395958
2981,7.395579
2982,7.395214
2983,7.394863
2984,7.394527
2985,7.394208
2986,7.393904
2987,7.393618
2988,7.393349
2989,7.393099
2990,7.392868
2991,7.392656
2992,7.392465
2993,7.392294
2994,7.392145
2995,7.392017
2996,7.391913
2997,7.391831
2998,7.391773
2999,7.39174
3000,7.391731
3001,7.391748
3002,7.391792
3003,7.391863
3004,7.39196
3005,7.392087
3006,7.392241
3007,7.392425
3008,7.392639
3009,7.392883
3010,7.393159
3011,7.393466
3012,7.393799
3013,7.394152
3014,7.394524
3015,7.394915
3016,7.395325
3017,7.395752
3018,7.396198
3019,7.396659
3020,7.397138
3021,7.397633
3022,7.398143
3023,7.398669
3024,7.399209
3025,7.399764
3026,7.400332
3027,7.400914
3028,7.401508
3029,7.402115
3030,7.402734
3031,7.403365
3032,7.404006
3033,7.404658
3034,7.40532
3035,7.405992
3036,7.406673
3037,7.407363
3038,7.408062
3039,7.408768
3040,7.409481
3041,7.410202
3042,7.410929
3043,7.411662
3044,7.412401
3045,7.413145
3046,7.413894
3047,7.414647
3048,7.415403
3049,7.416163
3050,7.416926
3051,7.417692
3052,7.418459
3053,7.419228
3054,7.419998
3055,7.420769
3056,7.42154
3057,7.422311
3058,7.423082
3059,7.423851
3060,7.424618
3061,7.425383
3062,7.426147
3063,7.426907
3064,7.427664
3065,7.428417
3066,7.429166
3067,7.429911
3068,7.43065
3069,7.431383
3070,7.432111
3071,7.432833
3072,7.433547
3073,7.434254
3074,7.434954
3075,7.435645
3076,7.436328
3077,7.437002
3078,7.437666
3079,7.43832
3080,7.438964
3081,7.439598
3082,7.44022
3083,7.44083
3084,7.441428
3085,7.442014
3086,7.442587
3087,7.443147
3088,7.443692
3089,7.444224
3090,7.44474
3091,7.445243
3092,7.445729
3093,7.446199
3094,7.446653
3095,7.44709
3096,7.447509
3097,7.447911
3098,7.448295
3099,7.448661
3100,7.449007
3101,7.449334
3102,7.449641
3103,7.449937
3104,7.450228
3105,7.450517
3106,7.450802
3107,7.451084
3108,7.451361
3109,7.451636
3110,7.451908
3111,7.452176
3112,7.45244
3113,7.452702
3114,7.45296
3115,7.453215
3116,7.453468
3117,7.453716
3118,7.453962
3119,7.454204
3120,7.454444
3121,7.45468
3122,7.454914
3123,7.455145
3124,7.455372
3125,7.455597
3126,7.455819
3127,7.456038
3128,7.456254
3129,7.456468
3130,7.456678
3131,7.456886
3132,7.457091
3133,7.457294
3134,7.457494
3135,7.457691
3136,7.457886
3137,7.458078
3138,7.458268
3139,7.458455
3140,7.458639
3141,7.458822
3142,7.459001
3143,7.459179
3144,7.459354
3145,7.459527
3146,7.459697
3147,7.459866
3148,7.460032
3149,7.460195
3150,7.460357
3151,7.460516
3152,7.460674
3153,7.460829
3154,7.460982
3155,7.461133
3156,7.461282
3157,7.461429
3158,7.461575
3159,7.461718
3160,7.461859
3161,7.461999
3162,7.462136
3163,7.462272
3164,7.462406
3165,7.462538
3166,7.462669
3167,7.462798
3168,7.462925
3169,7.463051
3170,7.463174
3171,7.463297
3172,7.463418
3173,7.463537
3174,7.463655
3175,7.463771
3176,7.463886
3177,7.463999
3178,7.464111
3179,7.464222
3180,7.464331
3181,7.46444
3182,7.464546
3183,7.464652
3184,7.464756
3185,7.464859
3186,7.464961
3187,7.465062
3188,7.465162
3189,7.465261
3190,7.465358
3191,7.465455
3192,7.46555
3193,7.465645
3194,7.465738
3195,7.465831
3196,7.465923
3197,7.466014
3198,7.466104
3199,7.466193
3200,7.466281
3201,7.466369
3202,7.466456
3203,7.466543
3204,7.466628
3205,7.466713
3206,7.466798
3207,7.466881
3208,7.466965
3209,7.467048
3210,7.467129
3211,7.467212
3212,7.467292
3213,7.467373
3214,7.467454
3215,7.467534
3216,7.467613
3217,7.467693
3218,7.467772
3219,7.467851
3220,7.467929
3221,7.468008
3222,7.468086
3223,7.468164
3224,7.468242
3225,7.46832
3226,7.468398
3227,7.468475
3228,7.468553
3229,7.468631
3230,7.468709
3231,7.468787
3232,7.468864
3233,7.468942
3234,7.46902
3235,7.469098
3236,7.469177
3237,7.469256
3238,7.469335
3239,7.469414
3240,7.469494
3241,7.469573
3242,7.469653
3243,7.469734
3244,7.469815
3245,7.469897
3246,7.469978
3247,7.470061
3248,7.470144
3249,7.470227
3250,7.470311
3251,7.470395
3252,7.47048
3253,7.470566
3254,7.470653
3255,7.47074
3256,7.470828
3257,7.470916
3258,7.471006
3259,7.471096
3260,7.471187
3261,7.471279
3262,7.471371
3263,7.471465
3264,7.47156
3265,7.471655
3266,7.471752
3267,7.471849
3268,7.471948
3269,7.472048
3270,7.472148
3271,7.47225
3272,7.472353
3273,7.472457
3274,7.472562
3275,7.472668
3276,7.472776
3277,7.472886
3278,7.472996
3279,7.473107
3280,7.47322
3281,7.473335
3282,7.47345
3283,7.473568
3284,7.473686
3285,7.473805
3286,7.473924
3287,7.474042
3288,7.47416
3289,7.474277
3290,7.474395
3291,7.474512
3292,7.474628
3293,7.474744
3294,7.47486
3295,7.474976
3296,7.475091
3297,7.475205
3298,7.47532
3299,7.475434
3300,7.475548
3301,7.475661
3302,7.475774
3303,7.475887
3304,7.475999
3305,7.476112
3306,7.476224
3307,7.476335
3308,7.476446
3309,7.476557
3310,7.476668
3311,7.476779
3312,7.476889
3313,7.476999
3314,7.477108
3315,7.477218
3316,7.477327
3317,7.477436
3318,7.477544
3319,7.477653
3320,7.477761
3321,7.477869
3322,7.477976
3323,7.478084
3324,7.478191
3325,7.478298
3326,7.478405
3327,7.478511
3328,7.478618
3329,7.478724
3330,7.47883
3331,7.478936
3332,7.479041
3333,7.479147
3334,7.479252
3335,7.479357
3336,7.479462
3337,7.479567
3338,7.479671
3339,7.479776
3340,7.47988
3341,7.479984
3342,7.480088
3343,7.480192
3344,7.480296
3345,7.480399
3346,7.480503
3347,7.480606
3348,7.480709
3349,7.480812
3350,7.480915
3351,7.481018
3352,7.481121
3353,7.481223
3354,7.481326
3355,7.481428
3356,7.48153
3357,7.481633
3358,7.481735
3359,7.481837
3360,7.481939
3361,7.482041
3362,7.482143
3363,7.482245
3364,7.482346
3365,7.482448
3366,7.48255
3367,7.482652
3368,7.482753
3369,7.482855
3370,7.482956
3371,7.483058
3372,7.483159
3373,7.483261
3374,7.483363
3375,7.483464
3376,7.483565
3377,7.483667
3378,7.483768
3379,7.483869
3380,7.483971
3381,7.484073
3382,7.484174
3383,7.484276
3384,7.484377
3385,7.484479
3386,7.48458
3387,7.484682
3388,7.484784
3389,7.484886
3390,7.484987
3391,7.485089
3392,7.485191
3393,7.485293
3394,7.485395
3395,7.485497
3396,7.4856
3397,7.485702
3398,7.485804
3399,7.485907
3400,7.486009
3401,7.486112
3402,7.486215
3403,7.486317
3404,7.48642
3405,7.486524
3406,7.486627
3407,7.48673
3408,7.486834
3409,7.486937
3410,7.487041
3411,7.487145
3412,7.487249
3413,7.487353
3414,7.487457
3415,7.487561
3416,7.487666
3417,7.487771
3418,7.487876
3419,7.48798
3420,7.488086
3421,7.488191
3422,7.488297
3423,7.488403
3424,7.488509
3425,7.488615
3426,7.488721
3427,7.488827
3428,7.488934
3429,7.489042
3430,7.489149
3431,7.489256
3432,7.489364
3433,7.489471
3434,7.489579
3435,7.489687
3436,7.489796
3437,7.489905
3438,7.490014
3439,7.490123
3440,7.490232
3441,7.490342
3442,7.490452
3443,7.490563
3444,7.490673
3445,7.490784
3446,7.490895
3447,7.491006
3448,7.491118
3449,7.49123
3450,7.491342
3451,7.491455
3452,7.491568
3453,7.49168
3454,7.491794
3455,7.491907
3456,7.492021
3457,7.492136
3458,7.49225
3459,7.492366
3460,7.492481
3461,7.492596
3462,7.492712
3463,7.492828
3464,7.492945
3465,7.493062
3466,7.493179
3467,7.493297
3468,7.493415
3469,7.493532
3470,7.49365
3471,7.493768
3472,7.493886
3473,7.494004
3474,7.494123
3475,7.494241
3476,7.49436
3477,7.494478
3478,7.494597
3479,7.494716
3480,7.494834
3481,7.494953
3482,7.495072
3483,7.495191
3484,7.49531
3485,7.495429
3486,7.495548
3487,7.495668
3488,7.495787
3489,7.495906
3490,7.496026
3491,7.496145
3492,7.496265
3493,7.496384
3494,7.496504
3495,7.496624
3496,7.496744
3497,7.496864
3498,7.496983
3499,7.497103
3500,7.497223
3501,7.497344
3502,7.497463
3503,7.497583
3504,7.497703
3505,7.497824
3506,7.497944
3507,7.498064
3508,7.498184
3509,7.498304
3510,7.498425
3511,7.498545
3512,7.498665
3513,7.498785
3514,7.498906
3515,7.499026
3516,7.499146
3517,7.499267
3518,7.499387
3519,7.499507
3520,7.499627
3521,7.499748
3522,7.499868
3523,7.499988
3524,7.500109
3525,7.500229
3526,7.500349
3527,7.50047
3528,7.50059
3529,7.50071
3530,7.50083
3531,7.500951
3532,7.501071
3533,7.50119
3534,7.501311
3535,7.501431
3536,7.501551
3537,7.501671
3538,7.501791
3539,7.501911
3540,7.50203
3541,7.50215
3542,7.50227
3543,7.50239
3544,7.502509
3545,7.502629
3546,7.502748
3547,7.502868
3548,7.502987
3549,7.503107
3550,7.503226
3551,7.503346
3552,7.503465
3553,7.503584
3554,7.503703
3555,7.503822
3556,7.503941
3557,7.504059
3558,7.504179
3559,7.504297
3560,7.504416
3561,7.504534
3562,7.504653
3563,7.504771
3564,7.504889
3565,7.505007
3566,7.505125
3567,7.505243
3568,7.505361
3569,7.505479
3570,7.505597
3571,7.505714
3572,7.505832
3573,7.505949
3574,7.506067
3575,7.506184
3576,7.506301
3577,7.506417
3578,7.506534
3579,7.506651
3580,7.506768
3581,7.506884
3582,7.507
3583,7.507117
3584,7.507233
3585,7.507349
3586,7.507464
3587,7.50758
3588,7.507696
3589,7.507811
3590,7.507926
3591,7.508041
3592,7.508156
3593,7.508271
3594,7.508386
3595,7.5085
3596,7.508615
3597,7.508729
3598,7.508843
3599,7.508957
3600,7.509071
3601,7.509184
3602,7.509298
3603,7.509412
3604,7.509524
3605,7.509638
3606,7.50975
3607,7.509863
3608,7.509975
3609,7.510088
3610,7.5102
3611,7.510312
3612,7.510423
3613,7.510535
3614,7.510646
3615,7.510757
3616,7.510868
3617,7.510979
3618,7.51109
3619,7.5112
3620,7.51131
3621,7.51142
3622,7.51153
3623,7.51164
3624,7.511749
3625,7.511858
3626,7.511967
